Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,4365.02978515625,4365.02978515625,4331.0,4331.0,4331.0,147
2022-01-04,4200.0,4200.0,4020.0,4125.0,4125.0,400
2022-01-05,4060.0,4060.0,3850.0,3855.0,3855.0,180
2022-01-06,3874.989990234375,3874.989990234375,3874.989990234375,3874.989990234375,3874.989990234375,25
2022-01-07,3855.0,3855.0,3770.0,3785.0,3785.0,380
2022-01-10,3690.0,3690.0,3550.010009765625,3672.0,3672.0,2007
2022-01-11,3702.0,3702.0,3700.0,3700.0,3700.0,74
2022-01-12,3643.0,3662.0,3575.0,3616.0,3616.0,976
2022-01-13,3482.0,3515.0,3395.0,3411.679931640625,3411.679931640625,685
2022-01-14,3395.0,3395.0,3270.0,3280.0,3280.0,138
2022-01-17,3280.0,3280.0,3280.0,3280.0,3280.0,0
2022-01-18,3342.0,3350.0,3274.0,3274.0,3274.0,68
2022-01-19,3359.0,3386.0,3350.0,3386.0,3386.0,234
2022-01-20,3490.0,3490.0,3300.0,3300.0,3300.0,187
2022-01-21,3169.409912109375,3169.409912109375,3039.22998046875,3052.60009765625,3052.60009765625,450
2022-01-24,2850.0,3074.75,2850.0,3074.75,3074.75,490
2022-01-25,3022.590087890625,3063.0,2963.030029296875,3047.0,3047.0,80
2022-01-26,3118.0,3118.0,3118.0,3118.0,3118.0,36
2022-01-27,2960.989990234375,2960.989990234375,2960.989990234375,2960.989990234375,2960.989990234375,13
2022-01-28,2970.0,2970.0,2960.0,2970.0,2970.0,57
2022-01-31,3187.010009765625,3256.18994140625,3150.0,3256.18994140625,3256.18994140625,333
2022-02-01,3206.0,3206.0,3135.0,3149.320068359375,3149.320068359375,829
2022-02-02,2992.219970703125,3022.699951171875,2788.35009765625,2841.669921875,2841.669921875,232
2022-02-03,2648.0,2648.0,2587.0,2640.0,2640.0,447
2022-02-04,2792.0,2796.0,2777.0,2779.1298828125,2779.1298828125,521
2022-02-08,2780.0,2893.0,2780.0,2880.0,2880.0,140
2022-02-09,2920.0,2983.0,2920.0,2962.0,2962.0,509
2022-02-10,2950.0,3030.0,2950.0,3030.0,3030.0,109
2022-02-11,3000.0,3000.0,2910.0,2921.0,2921.0,69
2022-02-14,2921.0,2921.0,2921.0,2921.0,2921.0,33
2022-02-15,3010.0,3010.0,2957.0,2985.0,2985.0,594
2022-02-16,2985.0,2985.0,2985.0,2985.0,2985.0,0
2022-02-17,2780.0,2780.0,2680.0,2680.0,2680.0,772
2022-02-18,2570.0,2610.0,2565.0,2585.0,2585.0,39
2022-02-21,2585.0,2585.0,2585.0,2585.0,2585.0,0
2022-02-22,2540.0,2540.0,2474.0,2489.860107421875,2489.860107421875,249
