Date,Open,High,Low,Close,Adj Close,Volume
2023-10-02,1099.0,1101.0,1094.0,1100.0,1084.00244140625,288
2023-10-03,1091.2099609375,1091.2099609375,1091.2099609375,1091.2099609375,1075.34033203125,14
2023-10-04,1077.0,1077.0,1053.010009765625,1053.010009765625,1037.696044921875,32
2023-10-05,1084.0,1084.0,1084.0,1084.0,1068.2352294921875,236
2023-10-09,1150.0,1180.0,1150.0,1179.97998046875,1162.8194580078125,432588
2023-10-10,1154.989990234375,1154.989990234375,1145.0,1148.22998046875,1131.5311279296875,168
2023-10-11,1119.3800048828125,1119.3800048828125,1104.010009765625,1104.010009765625,1087.9541015625,78
2023-10-12,1120.010009765625,1134.8199462890625,1120.010009765625,1134.8199462890625,1118.31591796875,333077
2023-10-13,1137.510009765625,1165.0,1137.510009765625,1164.989990234375,1148.0474853515625,273647
2023-10-16,1167.5,1170.0,1165.0,1165.0,1148.0570068359375,157
2023-10-17,1173.8900146484375,1173.8900146484375,1163.0,1173.8900146484375,1156.8179931640625,42
2023-10-18,1173.8900146484375,1219.02001953125,1173.8900146484375,1209.550048828125,1191.95947265625,120759
2023-10-19,1216.0,1224.97998046875,1215.989990234375,1222.6099853515625,1204.829345703125,754
2023-10-20,1200.0,1200.0,1191.510009765625,1191.510009765625,1174.181640625,54
2023-10-23,1177.989990234375,1177.989990234375,1177.989990234375,1177.989990234375,1160.8582763671875,17
2023-10-27,1121.0,1124.199951171875,1107.010009765625,1124.199951171875,1107.8505859375,180
2023-10-30,1120.0999755859375,1120.0999755859375,1108.3800048828125,1109.0,1092.8717041015625,47
2023-10-31,1114.989990234375,1114.989990234375,1105.010009765625,1105.010009765625,1088.939697265625,63
2023-11-01,1113.0,1113.0,1100.0,1100.0,1084.00244140625,275
2023-11-03,1085.0,1100.0,1085.0,1100.0,1084.00244140625,1883
2023-11-06,1100.0,1100.0,1081.0,1081.0,1065.27880859375,70
2023-11-07,1066.0,1066.0,1050.0400390625,1053.8199462890625,1038.4940185546875,3981
2023-11-08,1087.0,1087.0,1072.800048828125,1073.1800537109375,1057.5726318359375,748
2023-11-09,1075.0999755859375,1079.5,1057.81005859375,1057.81005859375,1042.4261474609375,336
2023-11-10,1092.18994140625,1092.18994140625,1076.0,1076.0,1060.3514404296875,1954
2023-11-13,1080.0,1080.0,1079.0,1079.0,1063.3079833984375,128
2023-11-14,1079.0,1079.0,1079.0,1079.0,1063.3079833984375,43
