Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,76.48999786376953,76.79000091552734,73.80000305175781,73.9800033569336,71.25575256347656,10816485
2022-01-04,74.19999694824219,74.30000305175781,72.83000183105469,73.48999786376953,70.7837905883789,13394249
2022-01-05,73.31999969482422,75.19999694824219,73.11000061035156,73.80999755859375,71.09200286865234,10971156
2022-01-06,73.61000061035156,74.83999633789062,72.23999786376953,73.05000305175781,70.36000061035156,10997537
2022-01-07,72.91999816894531,73.37999725341797,72.2300033569336,73.12000274658203,70.42742156982422,10146926
2022-01-10,73.0199966430664,73.16000366210938,72.0199966430664,72.13999938964844,69.4834976196289,8791313
2022-01-11,72.41999816894531,72.69000244140625,71.8499984741211,72.27999877929688,69.61834716796875,9874950
2022-01-12,72.05999755859375,73.38999938964844,72.05999755859375,72.7300033569336,70.05178833007812,13043111
2022-01-13,72.62000274658203,73.2300033569336,71.51000213623047,71.8499984741211,69.20417785644531,14271331
2022-01-14,71.91000366210938,71.91000366210938,71.27999877929688,71.45999908447266,68.82853698730469,13923854
2022-01-17,71.58999633789062,71.62000274658203,71.26000213623047,71.37999725341797,68.7514877319336,2300156
2022-01-18,71.30000305175781,71.30000305175781,70.69999694824219,70.94999694824219,68.33732604980469,17362607
2022-01-19,71.13999938964844,71.79000091552734,70.01000213623047,71.16000366210938,68.53958892822266,21375465
2022-01-20,71.43000030517578,71.9000015258789,70.0999984741211,70.41999816894531,67.82684326171875,14883017
2022-01-21,70.2699966430664,70.86000061035156,70.0,70.54000091552734,67.94242095947266,14391915
2022-01-24,70.48999786376953,70.80000305175781,68.5,70.61000061035156,68.00984954833984,10303194
2022-01-25,70.30999755859375,71.37999725341797,68.83999633789062,71.01000213623047,68.39511108398438,13922153
2022-01-26,71.48999786376953,71.76000213623047,69.01000213623047,69.4000015258789,66.84440612792969,13355489
2022-01-27,70.0,70.0,69.05999755859375,69.55999755859375,66.9985122680664,13651822
2022-01-28,69.41999816894531,70.58999633789062,68.69999694824219,70.19999694824219,67.61493682861328,10981124
2022-01-31,70.19999694824219,71.48999786376953,69.80999755859375,70.13999938964844,67.5571517944336,17740242
2022-02-01,70.52999877929688,72.13999938964844,69.80999755859375,71.81999969482422,69.17528533935547,12161086
2022-02-02,71.72000122070312,72.94999694824219,71.5,72.70999908447266,70.03250885009766,8567258
2022-02-03,72.41000366210938,72.44999694824219,70.11000061035156,70.36000061035156,67.76905059814453,12804355
2022-02-04,70.04000091552734,71.58000183105469,69.55000305175781,71.19000244140625,68.56848907470703,10155514
2022-02-08,71.58999633789062,73.48999786376953,70.66000366210938,73.23999786376953,70.5429916381836,18031378
2022-02-09,73.44000244140625,73.88999938964844,73.12000274658203,73.66000366210938,70.94754028320312,10215505
2022-02-10,73.66999816894531,74.5199966430664,73.20999908447266,73.47000122070312,70.7645263671875,19033759
2022-02-11,73.30000305175781,75.13999938964844,73.30000305175781,74.79000091552734,72.03591918945312,10784119
2022-02-14,74.61000061035156,74.77999877929688,72.55000305175781,72.76000213623047,70.08068084716797,23065445
2022-02-15,73.04000091552734,75.5999984741211,72.76000213623047,74.61000061035156,71.862548828125,12341666
2022-02-16,74.77999877929688,76.12000274658203,74.6500015258789,75.9000015258789,73.10504150390625,15560770
2022-02-17,76.11000061035156,76.66000366210938,73.0,73.25,70.55262756347656,13715429
2022-02-18,73.36000061035156,73.4800033569336,72.20999908447266,72.5,69.83024597167969,12206037
2022-02-21,72.41000366210938,72.5999984741211,71.51000213623047,71.79000091552734,69.14639282226562,1773831
2022-02-22,71.58999633789062,73.4000015258789,71.58999633789062,72.27999877929688,69.61834716796875,15797246
2022-02-23,72.19999694824219,73.33999633789062,71.1500015258789,71.55999755859375,68.92486572265625,14738219
2022-02-24,70.51000213623047,72.62999725341797,69.1500015258789,72.30999755859375,69.6472396850586,9726597
