Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,31.5,37.099998474121094,31.5,37.099998474121094,37.099998474121094,2687
2022-01-04,37.79999923706055,37.79999923706055,34.0,35.369998931884766,35.369998931884766,3092
2022-01-05,35.369998931884766,35.369998931884766,31.700000762939453,33.0099983215332,33.0099983215332,2762
2022-01-06,33.02000045776367,33.5,31.0,32.54999923706055,32.54999923706055,1307
2022-01-07,32.0,33.5,31.450000762939453,32.369998931884766,32.369998931884766,1731
2022-01-10,31.0,32.0,29.899999618530273,30.600000381469727,30.600000381469727,3000
2022-01-11,31.5,34.0,31.100000381469727,31.799999237060547,31.799999237060547,3166
2022-01-12,31.799999237060547,31.799999237060547,30.0,30.75,30.75,2089
2022-01-13,31.200000762939453,31.200000762939453,29.0,29.020000457763672,29.020000457763672,3042
2022-01-14,28.799999237060547,31.0,28.0,29.0,29.0,21500
2022-01-17,29.0,31.989999771118164,29.0,31.770000457763672,31.770000457763672,728
2022-01-18,31.68000030517578,31.950000762939453,28.520000457763672,28.700000762939453,28.700000762939453,3307
2022-01-19,28.700000762939453,28.700000762939453,27.049999237060547,27.850000381469727,27.850000381469727,883
2022-01-20,27.799999237060547,29.0,27.799999237060547,27.799999237060547,27.799999237060547,1847
2022-01-21,27.0,27.0,25.0,26.0,26.0,3893
2022-01-24,25.0,26.979999542236328,23.5,26.579999923706055,26.579999923706055,4852
2022-01-25,26.799999237060547,28.0,26.0,26.8799991607666,26.8799991607666,12724
2022-01-26,26.799999237060547,28.200000762939453,26.0,26.0,26.0,1884
2022-01-27,26.0,28.450000762939453,24.850000381469727,25.510000228881836,25.510000228881836,1014
2022-01-28,25.0,27.0,25.0,26.989999771118164,26.989999771118164,438
2022-01-31,25.25,28.5,25.0,28.399999618530273,28.399999618530273,1761
2022-02-01,28.0,30.0,27.0,28.0,28.0,3574
2022-02-02,28.5,28.5,26.5,26.65999984741211,26.65999984741211,1479
2022-02-03,26.5,26.5,25.049999237060547,26.0,26.0,1037
2022-02-04,25.079999923706055,26.5,25.0,26.5,26.5,43430
2022-02-08,26.5,28.5,26.5,28.5,28.5,1154
2022-02-09,28.5,31.0,28.5,29.5,29.5,10663
2022-02-10,29.5,30.0,29.0,29.0,29.0,3987
2022-02-11,29.0,30.0,27.5,28.75,28.75,512
2022-02-14,27.770000457763672,27.770000457763672,26.649999618530273,27.0,27.0,543
2022-02-15,27.0,28.450000762939453,27.0,28.1299991607666,28.1299991607666,2166
2022-02-16,27.700000762939453,28.0,27.450000762939453,27.75,27.75,239
2022-02-17,27.75,28.100000381469727,26.100000381469727,26.100000381469727,26.100000381469727,3205
2022-02-18,26.100000381469727,26.100000381469727,25.40999984741211,25.5,25.5,2560
2022-02-21,26.0,28.450000762939453,26.0,26.5,26.5,473
2022-02-22,25.5,26.5,25.0,25.020000457763672,25.020000457763672,1805
2022-02-23,25.020000457763672,26.0,24.0,24.059999465942383,24.059999465942383,1313
2022-02-24,22.399999618530273,24.5,22.0,24.5,24.5,7145
2022-02-25,25.799999237060547,25.799999237060547,24.899999618530273,24.899999618530273,24.899999618530273,927
2022-02-28,24.899999618530273,25.440000534057617,24.899999618530273,25.0,25.0,262
2022-03-01,25.299999237060547,27.5,25.0,27.0,27.0,1640
2022-03-02,27.0,27.0,26.0,26.0,26.0,502
2022-03-03,27.0,27.799999237060547,26.0,26.0,26.0,1803
2022-03-04,25.799999237060547,26.100000381469727,24.649999618530273,24.649999618530273,24.649999618530273,851
2022-03-07,24.700000762939453,26.0,24.700000762939453,25.010000228881836,25.010000228881836,1132
2022-03-08,25.0,26.0,25.0,26.0,26.0,3345
2022-03-09,26.450000762939453,27.600000381469727,26.450000762939453,27.579999923706055,27.579999923706055,862
2022-03-10,27.0,27.0,25.540000915527344,26.600000381469727,26.600000381469727,288
2022-03-11,27.0,27.0,26.610000610351562,26.6200008392334,26.6200008392334,101
2022-03-14,26.0,26.0,23.5,23.719999313354492,23.719999313354492,2291
2022-03-15,23.799999237060547,24.899999618530273,23.799999237060547,24.399999618530273,24.399999618530273,639
2022-03-16,25.0,25.989999771118164,25.0,25.799999237060547,25.799999237060547,1595
2022-03-17,25.979999542236328,28.899999618530273,25.979999542236328,28.0,28.0,3800
2022-03-18,29.0,31.989999771118164,29.0,30.0,30.0,1432
2022-03-22,30.979999542236328,33.0,30.0,32.29999923706055,32.29999923706055,3227
2022-03-23,31.0,32.0,30.100000381469727,30.100000381469727,30.100000381469727,612
2022-03-24,30.100000381469727,30.989999771118164,29.510000228881836,29.600000381469727,29.600000381469727,2244
2022-03-25,29.600000381469727,29.700000762939453,29.0,29.059999465942383,29.059999465942383,1986
2022-03-28,28.399999618530273,28.5,27.0,28.440000534057617,28.440000534057617,565
2022-03-29,27.600000381469727,29.0,27.200000762939453,27.450000762939453,27.450000762939453,4446
2022-03-30,27.299999237060547,27.299999237060547,26.5,26.5,26.5,6479
2022-03-31,26.40999984741211,26.5,24.899999618530273,25.059999465942383,25.059999465942383,4571
2022-04-01,24.0,25.600000381469727,24.0,25.010000228881836,25.010000228881836,2024
2022-04-04,25.5,25.5,24.209999084472656,24.799999237060547,24.799999237060547,1142
2022-04-05,24.5,25.0,24.0,24.0,24.0,4992
2022-04-06,24.0,24.5,23.200000762939453,24.299999237060547,24.299999237060547,1958
2022-04-07,24.149999618530273,24.299999237060547,24.0,24.0,24.0,1353
