Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,5351.14990234375,5360.0,5280.81005859375,5280.81005859375,5264.7666015625,39
2022-01-04,5370.0,5448.0,5370.0,5380.0,5363.65625,2240
2022-01-05,5373.0,5421.0,5307.009765625,5410.0,5393.56494140625,688
2022-01-06,5360.0,5450.0,5360.0,5411.6201171875,5395.18017578125,237
2022-01-07,5411.6201171875,5419.0,5390.0,5394.0,5377.61376953125,132
2022-01-10,5320.0,5320.0,5128.91015625,5200.0,5184.20263671875,847
2022-01-11,5170.0,5215.7998046875,5170.0,5215.7998046875,5199.9541015625,195
2022-01-12,5235.0,5235.0,5200.0,5200.0,5184.20263671875,128
2022-01-13,5246.0,5285.0,5230.0,5243.0,5227.072265625,374
2022-01-14,5243.0,5243.0,5243.0,5243.0,5227.072265625,0
2022-01-17,5243.0,5243.0,5243.0,5243.0,5227.072265625,0
2022-01-18,5147.0,5180.0,5110.0,5180.0,5164.26318359375,156
2022-01-19,5165.0,5229.990234375,5165.0,5229.990234375,5214.1015625,158
2022-01-20,5229.990234375,5229.990234375,5173.0,5173.0,5157.28466796875,43
2022-01-21,5050.0,5105.0,5000.009765625,5030.0,5014.71875,63
2022-01-24,5010.0,5018.0,4852.10986328125,5018.0,5002.75537109375,135
2022-01-25,4965.0,4975.1201171875,4965.0,4975.1201171875,4960.005859375,59
2022-01-26,5098.5,5114.5498046875,5035.0,5040.009765625,5024.69775390625,264
2022-01-27,5080.0,5080.0,5000.0,5000.0,4984.81103515625,260
2022-01-28,4999.0,5050.0,4990.0,4990.0,4974.8408203125,769
2022-01-31,5000.0,5020.0,5000.0,5020.0,5004.7490234375,253
2022-02-01,5160.2998046875,5263.2998046875,5160.2998046875,5207.2099609375,5191.39111328125,92
2022-02-02,5175.0,5187.27001953125,5159.0,5175.0,5159.27880859375,358
2022-02-03,5115.0,5115.0,5110.0,5110.0,5094.47705078125,24
2022-02-04,5080.0,5080.0,5040.0,5075.0,5059.58203125,168
2022-02-08,5020.0,5025.0,4990.009765625,4990.009765625,4974.8505859375,561
2022-02-09,5032.0,5032.0,5002.0,5005.0,4989.79443359375,465
2022-02-10,4960.0,4960.0,4930.0,4930.0,4915.0224609375,22
2022-02-11,4900.0,4900.0,4771.0,4780.0,4765.47802734375,386
2022-02-14,4750.0,4750.0,4660.0,4689.0,4674.75439453125,197
2022-02-15,4751.0,4770.0,4720.0,4720.0,4705.66064453125,11126
2022-02-16,4650.0,4650.0,4570.009765625,4600.0,4586.025390625,315
2022-02-17,4606.0,4606.0,4560.0,4575.3798828125,4561.47998046875,759
2022-02-18,4540.0,4550.0,4505.0,4505.0,4491.31396484375,308
2022-02-21,4505.0,4505.0,4505.0,4505.0,4491.31396484375,0
2022-02-22,4480.0,4497.0,4399.0,4497.0,4483.337890625,10847
2022-02-23,4390.0,4399.0,4360.0,4360.0,4346.7548828125,285
2022-02-24,4300.0,4429.0,4271.009765625,4429.0,4415.5439453125,2678
2022-02-25,4459.89990234375,4550.0,4400.009765625,4498.0400390625,4484.375,1219
2022-02-28,4498.0400390625,4552.60009765625,4498.0400390625,4531.0,4517.23486328125,627
2022-03-01,4460.0,4500.0,4390.0,4438.7001953125,4425.2158203125,1871
2022-03-02,4521.7001953125,4585.0,4521.7001953125,4530.0,4516.23828125,1383
2022-03-03,4583.0,4627.0,4550.0,4550.0,4536.1767578125,84
2022-03-04,4450.009765625,4496.990234375,4450.0,4491.0,4478.09521484375,57
2022-03-07,4420.0,4420.0,4300.0,4308.08984375,4295.70947265625,813
2022-03-08,4270.0,4429.0,4270.0,4427.0,4414.27783203125,70
2022-03-09,4459.89990234375,4552.60009765625,4459.89990234375,4525.580078125,4512.576171875,124
2022-03-10,4530.0,4583.5,4464.91015625,4464.91015625,4452.0791015625,36
2022-03-11,4549.0,4549.0,4540.0,4548.990234375,4535.91845703125,414
2022-03-14,4450.0,4450.0,4390.0,4400.0,4387.35595703125,394
2022-03-15,4521.7001953125,4521.7001953125,4521.7001953125,4521.7001953125,4508.7060546875,12
2022-03-16,4552.60009765625,4645.2998046875,4552.60009765625,4645.2998046875,4631.951171875,123
2022-03-17,4676.2001953125,4689.0,4652.669921875,4683.0,4669.54248046875,178
2022-03-18,4540.0,4540.0,4389.0,4412.0,4399.32080078125,631
2022-03-22,4552.60009765625,4600.0,4552.60009765625,4595.0,4581.79541015625,269
2022-03-23,4595.0,4595.0,4595.0,4595.0,4581.79541015625,0
