timestamp,Real,Prediccion,Señal,Movimiento Real
2025-01-02 23:15:00,2.294e-05,2.2972845682501796e-05,1,1
2025-01-02 23:30:00,2.296e-05,2.303926938354969e-05,1,1
2025-01-02 23:45:00,2.2909999999999996e-05,2.3099737864732744e-05,1,-1
2025-01-03 00:00:00,2.285e-05,2.311096386730671e-05,1,-1
2025-01-03 00:15:00,2.286e-05,2.309068849563599e-05,1,1
2025-01-03 00:30:00,2.2830000000000003e-05,2.3066962574124336e-05,1,-1
2025-01-03 00:45:00,2.275e-05,2.3055075565576554e-05,1,-1
2025-01-03 01:00:00,2.262e-05,2.302178232252598e-05,1,-1
2025-01-03 01:15:00,2.2700000000000003e-05,2.295942208170891e-05,1,1
2025-01-03 01:30:00,2.258e-05,2.2914318289756776e-05,1,-1
2025-01-03 01:45:00,2.272e-05,2.2889202529191972e-05,1,1
2025-01-03 02:00:00,2.286e-05,2.287631291270256e-05,1,1
2025-01-03 02:15:00,2.296e-05,2.2928325203657153e-05,1,1
2025-01-03 02:30:00,2.2830000000000003e-05,2.3005949009656908e-05,1,-1
2025-01-03 02:45:00,2.2769999999999997e-05,2.3053118445277215e-05,1,-1
2025-01-03 03:00:00,2.2769999999999997e-05,2.3024965263605118e-05,1,-1
2025-01-03 03:15:00,2.274e-05,2.299615724205971e-05,1,-1
2025-01-03 03:30:00,2.271e-05,2.2972108216881755e-05,1,-1
2025-01-03 03:45:00,2.2830000000000003e-05,2.2952544413208965e-05,1,1
2025-01-03 04:00:00,2.275e-05,2.296175040125847e-05,1,-1
2025-01-03 04:15:00,2.271e-05,2.2986260650753978e-05,1,-1
2025-01-03 04:30:00,2.2690000000000005e-05,2.296511462569237e-05,1,-1
2025-01-03 04:45:00,2.265e-05,2.2944040127396586e-05,1,-1
2025-01-03 05:00:00,2.2700000000000003e-05,2.291518154382706e-05,1,1
2025-01-03 05:15:00,2.262e-05,2.290409612834454e-05,1,-1
2025-01-03 05:30:00,2.2639999999999997e-05,2.2897928794622424e-05,1,1
2025-01-03 05:45:00,2.2700000000000003e-05,2.28767322075367e-05,1,1
2025-01-03 06:00:00,2.282e-05,2.288619470536709e-05,1,1
2025-01-03 06:15:00,2.281e-05,2.2936627241373064e-05,1,-1
2025-01-03 06:30:00,2.284e-05,2.298620392262936e-05,1,1
2025-01-03 06:45:00,2.273e-05,2.301853525400162e-05,1,-1
2025-01-03 07:00:00,2.261e-05,2.301167855024338e-05,1,-1
2025-01-03 07:15:00,2.2559999999999997e-05,2.296131630778313e-05,1,-1
2025-01-03 07:30:00,2.26e-05,2.28990806221962e-05,1,1
2025-01-03 07:45:00,2.258e-05,2.2860214457511904e-05,1,-1
2025-01-03 08:00:00,2.276e-05,2.2843545021414757e-05,1,1
2025-01-03 08:15:00,2.2690000000000005e-05,2.2885957927107813e-05,1,-1
2025-01-03 08:30:00,2.275e-05,2.293631277024746e-05,1,1
2025-01-03 08:45:00,2.271e-05,2.2942593560218813e-05,1,-1
2025-01-03 09:00:00,2.287e-05,2.2960644202828408e-05,1,1
2025-01-03 09:15:00,2.294e-05,2.298182969093323e-05,1,1
2025-01-03 09:30:00,2.2909999999999996e-05,2.304403947889805e-05,1,-1
2025-01-03 09:45:00,2.2899999999999998e-05,2.3074609771966935e-05,1,-1
2025-01-03 10:00:00,2.2779999999999995e-05,2.3091779895424845e-05,1,-1
2025-01-03 10:15:00,2.285e-05,2.3062853484749797e-05,1,1
2025-01-03 10:30:00,2.284e-05,2.3030064628720285e-05,1,-1
